1500018, 20180221 16:00:00,  AAPL  190118C00097500@SMART Trades
1500019, 20180220 16:00:00,  AAPL  190118C00097500@SMART Trades
1500020, 20180219 16:00:00,  AAPL  190118C00097500@SMART Trades
1500021, 20180216 16:00:00,  AAPL  190118C00097500@SMART Trades
1500023, 20180214 16:00:00,  AAPL  190118C00097500@SMART Trades
1500024, 20180213 16:00:00,  AAPL  190118C00097500@SMART Trades
1500025, 20180212 16:00:00,  AAPL  190118C00097500@SMART Trades
1500027, 20180208 16:00:00,  AAPL  190118C00097500@SMART Trades
1500028, 20180207 16:00:00,  AAPL  190118C00097500@SMART Trades
1500029, 20180206 16:00:00,  AAPL  190118C00097500@SMART Trades
1500030, 20180205 16:00:00,  AAPL  190118C00097500@SMART Trades
1500031, 20180202 16:00:00,  AAPL  190118C00097500@SMART Trades
1500032, 20180201 16:00:00,  AAPL  190118C00097500@SMART Trades
1500033, 20180131 16:00:00,  AAPL  190118C00097500@SMART Trades
1500034, 20180130 16:00:00,  AAPL  190118C00097500@SMART Trades
1500036, 20180126 16:00:00,  AAPL  190118C00097500@SMART Trades
1500037, 20180125 16:00:00,  AAPL  190118C00097500@SMART Trades
1500039, 20180123 16:00:00,  AAPL  190118C00097500@SMART Trades
1500041, 20180119 16:00:00,  AAPL  190118C00097500@SMART Trades
1500042, 20180118 16:00:00,  AAPL  190118C00097500@SMART Trades
1500045, 20180115 16:00:00,  AAPL  190118C00097500@SMART Trades
1500046, 20180112 16:00:00,  AAPL  190118C00097500@SMART Trades
1500047, 20180111 16:00:00,  AAPL  190118C00097500@SMART Trades
1500048, 20180110 16:00:00,  AAPL  190118C00097500@SMART Trades
1500049, 20180109 16:00:00,  AAPL  190118C00097500@SMART Trades
1500050, 20180108 16:00:00,  AAPL  190118C00097500@SMART Trades
1500051, 20180105 16:00:00,  AAPL  190118C00097500@SMART Trades
1500053, 20180103 16:00:00,  AAPL  190118C00097500@SMART Trades
1500054, 20180102 16:00:00,  AAPL  190118C00097500@SMART Trades
1500055, 20180101 16:00:00,  AAPL  190118C00097500@SMART Trades
1500056, 20171229 16:00:00,  AAPL  190118C00097500@SMART Trades
1500057, 20171228 16:00:00,  AAPL  190118C00097500@SMART Trades
1500058, 20171227 16:00:00,  AAPL  190118C00097500@SMART Trades
1500059, 20171226 16:00:00,  AAPL  190118C00097500@SMART Trades
1500060, 20171225 16:00:00,  AAPL  190118C00097500@SMART Trades
1500061, 20171222 16:00:00,  AAPL  190118C00097500@SMART Trades
1500062, 20171221 16:00:00,  AAPL  190118C00097500@SMART Trades
1500063, 20171220 16:00:00,  AAPL  190118C00097500@SMART Trades
1500064, 20171219 16:00:00,  AAPL  190118C00097500@SMART Trades
